T_degC,Salnty
9.38,33.884
6.34,34.457
12.34,32.994
5.2,34.26
14.84,33.024
10.0,33.81
4.54,34.255
19.18,33.622
15.45,33.38
12.41,33.448
7.62,34.482
11.38,32.9
12.36,33.483
16.07,33.595
11.95,34.069
14.63,33.343
7.989,34.0724
8.67,34.057
18.86,34.13
6.96,34.205
7.456,34.2396
8.41,34.06
8.51,34.177
13.87,32.76
17.97,34.086
14.48,33.433
15.1,33.13
7.92,34.51
13.15,33.2163
10.184,33.5593
11.31,33.266
6.96,34.222
7.34,34.036
15.15,33.454
16.03,33.51
9.52,34.45
14.91,33.58
10.49,33.55
11.78,34.809
9.46,34.473
13.44,33.132
10.31,33.614
11.23,33.651
6.99,34.53
4.93,34.363
11.74,33.433
6.89,34.369
8.31,34.317
11.91,34.8
12.74,33.636
8.25,34.273
7.45,34.056
13.99,33.226
9.6,33.78
12.26,34.13
11.86,33.445
11.67,32.717
10.64,34.348
3.96,34.253
9.37,33.944
14.279,33.5553
9.45,33.683
9.678,33.4452
7.523,34.0898
10.82,33.414
3.94,34.298
8.44,33.85
8.44,34.14
8.28,34.211
10.91,33.152
7.05,34.503
14.26,33.59
8.8,33.937
10.33,33.53
15.46,33.526
13.32,32.95
15.69,33.453
13.9,33.45
21.38,35.278
8.66,34.21
4.27,34.43
10.1,34.018
9.62,33.78
11.97,33.326
7.57,33.841
11.2,33.427
9.02,34.03
6.43,34.257
12.22,33.48
5.56,34.095
11.74,33.69
8.71,33.989
7.46,33.939
11.29,33.448
10.16,33.73
12.18,33.075
20.64,33.73
8.35,34.118
8.74,34.174
15.85,33.456
13.37,33.742
10.72,33.569
15.62,33.474
6.273,34.1379
17.75,33.566
4.88,34.468
6.08,34.028
14.51,33.217
9.85,34.42
9.35,33.908
12.18,33.62
6.44,34.134
17.75,33.519
8.46,34.337
13.16,34.622
16.02,33.498
8.67,33.99
10.7,33.657
6.48,34.039
6.64,34.36
15.13,33.8
10.35,33.36
7.99,34.16
9.68,33.962
8.24,34.086
7.62,34.395
9.47,34.1197
7.84,34.019
12.23,33.021
11.9,32.429
9.15,34.16
6.84,34.242
10.06,33.556
17.36,34.24
14.41,33.449
14.65,33.295
5.65,34.255
12.58,34.301
1.64,34.661
7.08,34.267
4.67,34.42
11.82,33.51
12.031,33.4627
11.85,33.26
15.8,33.487
6.44,34.22
12.47,34.81
16.67,33.717
9.11,33.91
1.51,34.689
8.975,34.1792
10.19,33.678
18.07,33.638
9.84,34.263
14.68,33.163
4.77,33.96
14.07,33.58
8.54,34.029
6.32,34.176
4.93,34.135
9.77,33.94
8.452,33.9954
11.17,34.63
12.42,33.803
9.7,33.68
11.88,34.21
11.14,33.551
17.56,34.087
9.04,33.97
13.39,33.065
14.34,33.32
11.11,33.77
12.719,33.3672
11.95,33.455
13.01,33.74
15.64,33.52
6.94,34.287
8.6,33.95
10.64,33.489
7.901,34.0574
8.99,34.349
8.69,34.12
9.78,33.46
9.68,33.96
17.84,33.172
16.03,33.454
11.28,33.399
10.82,33.673
12.39,33.32
17.6,33.625
10.68,33.816
7.31,34.03
8.91,34.008
8.79,33.935
12.02,33.69
7.01,34.29
5.42,34.33
15.86,33.465
15.0,33.249
8.76,33.84
12.5,33.346
6.84,34.153
18.47,33.105
17.64,33.986
7.359,34.139
13.721,33.5656
3.98,34.47
8.52,34.273
9.46,34.014
8.1,34.075
10.47,33.368
11.0,33.552
7.86,33.98
8.67,33.844
3.08,34.44
10.32,33.58
18.24,35.378
15.74,33.657
7.09,34.393
14.11,32.825
10.74,33.146
9.39,33.91
9.67,34.38
13.89,32.905
22.32,33.47
8.23,34.171
10.96,33.34
13.78,33.53
13.28,34.116
8.66,34.134
14.58,33.513
14.43,33.424
5.7,34.238
10.08,33.894
8.29,34.14
17.75,33.727
13.17,32.929
7.51,34.048
17.95,34.216
8.09,33.96
13.32,33.648
10.71,33.148
11.26,33.455
8.85,33.898
7.62,34.13
15.54,33.16
11.8,33.531
6.93,34.13
11.24,33.35
16.133,33.356
9.76,34.045
2.86,34.617
10.39,33.707
6.06,34.295
14.81,33.516
13.85,32.885
5.99,34.38
9.43,33.55
9.1,33.93
3.8,34.485
16.57,33.054
16.18,33.047
14.61,33.162
11.33,33.735
12.09,33.683
11.39,33.115
7.35,34.239
13.15,33.494
7.3,34.22
3.9,34.511
7.43,34.089
12.51,33.472
12.66,33.325
14.52,33.27
4.79,34.27
2.52,34.586
9.64,34.172
6.16,34.306
9.97,33.91
6.85,34.563
6.26,34.25
7.86,34.112
7.044,34.304
10.75,34.65
9.63,33.945
21.917,33.6142
9.43,34.225
8.77,34.148
6.45,34.069
7.7,34.204
8.16,33.841
12.81,33.208
8.54,34.018
9.37,33.6
2.22,34.63
16.66,33.526
11.72,33.546
12.97,33.353
14.8,33.66
7.35,34.018
14.88,33.385
8.06,34.03
9.62,34.014
9.22,33.925
20.87,34.455
13.37,33.307
8.19,34.014
18.02,33.76
3.45,34.512
6.88,34.312
10.53,34.579
17.65,33.579
4.83,34.449
17.08,33.533
3.84,34.402
12.65,33.211
8.82,34.0
9.38,33.699
14.52,33.48
5.45,34.19
16.42,33.214
15.88,33.308
8.92,33.673
11.88,33.51
13.24,32.871
12.57,33.181
9.42,33.82
12.67,33.196
9.56,34.51
10.08,33.407
5.97,34.182
14.8,33.077
8.56,34.347
7.94,34.109
6.47,34.277
11.74,33.523
14.36,33.42
15.83,33.392
17.14,33.499
9.8,34.2718
16.64,33.37
15.13,33.431
8.22,34.193
6.93,34.266
10.26,33.49
13.81,33.21
16.95,33.056
4.19,34.45
9.02,33.98
13.41,33.733
7.04,34.173
8.57,33.955
7.31,34.11
9.42,34.25
10.08,33.461
6.072,34.2962
8.34,33.89
11.04,33.493
10.034,33.5329
6.75,34.37
9.09,33.311
9.24,33.86
9.27,34.358
8.72,33.961
10.24,33.872
13.75,33.4
12.28,33.589
8.44,34.07
19.03,33.391
5.56,34.204
10.54,33.584
13.63,32.886
17.54,33.87
10.51,34.373
11.0,33.611
12.29,33.509
18.22,33.202
3.58,34.482
15.02,33.448
12.58,33.524
15.01,33.48
5.57,34.18
5.82,34.272
14.16,33.678
13.01,33.61
16.64,33.17
8.91,34.087
8.08,33.906
14.09,33.557
9.08,34.219
14.03,33.066
6.11,34.076
7.75,34.118
9.66,34.009
6.64,34.205
4.52,34.418
1.57,34.66
15.16,35.12
13.6,33.365
8.49,33.96
11.2,33.48
14.64,33.247
9.04,34.18
13.2,33.27
9.17,33.73
11.17,33.048
14.43,34.33
3.96,34.493
15.2,33.66
16.4,33.569
7.06,34.243
7.21,33.96
9.81,33.72
12.77,33.763
15.2,33.585
7.29,33.857
8.56,34.128
5.25,34.21
8.8,34.07
16.13,33.56
9.93,34.5
6.69,34.398
9.65,33.658
14.99,33.489
16.66,33.76
19.59,34.62
7.48,34.258
5.931,34.2487
13.54,33.06
17.73,33.329
7.72,34.031
11.69,33.523
15.98,33.154
13.72,33.452
18.92,33.73
14.43,33.613
17.63,33.632
12.41,33.279
17.714,33.8224
8.27,34.13
7.53,34.032
5.39,34.457
18.98,33.98
16.78,33.78
11.22,33.507
6.698,34.3055
14.27,33.58
14.38,33.242
8.22,33.957
13.93,33.552
11.42,33.3
10.92,33.22
5.51,34.206
10.07,33.45
9.77,34.146
8.05,34.063
5.75,34.106
12.55,33.571
8.98,34.45
8.65,34.089
17.12,33.77
8.8,34.057
11.5,34.064
12.27,33.146
15.11,33.242
14.34,33.367
6.8,34.183
12.4,33.47
11.97,33.434
9.6,34.287
16.86,33.428
22.84,33.491
6.49,34.251
10.05,33.667
9.58,34.34
5.45,34.07
11.1,33.7
8.28,33.99
8.871,33.8564
6.19,34.13
18.52,33.31
8.26,34.04
15.49,33.423
12.06,33.58
7.15,33.987
20.86,34.166
9.41,34.034
12.98,33.46
9.04,33.86
16.57,33.486
17.81,33.685
18.06,33.585
11.56,34.72
7.32,34.03
12.07,33.02
1.54,34.69
12.81,33.606
13.48,33.315
10.97,33.123
7.29,34.574
18.15,33.269
10.0,34.253
10.76,34.261
11.42,33.47
13.25,33.304
14.1,33.58
9.17,33.566
4.7,34.419
18.01,33.192
8.63,33.92
5.52,34.137
27.58,35.08
14.71,33.266
6.19,34.217
16.08,33.262
16.7,33.7
16.15,33.5
6.45,34.322
12.84,33.38
22.62,34.626
16.05,33.964
15.93,33.165
14.551,33.1173
7.48,33.982
13.73,33.51
9.64,32.71
11.36,33.628
10.22,33.671
15.53,33.481
4.35,34.466
8.7,33.995
7.22,34.192
6.49,34.05
21.79,35.26
13.38,33.107
8.36,33.98
9.71,33.394
7.69,34.021
9.08,34.006
8.46,34.202
15.46,33.271
12.24,34.68
6.88,34.137
6.46,34.287
12.34,33.192
6.17,34.109
7.43,34.102
7.53,34.245
8.61,34.228
8.18,34.168
11.58,33.847
19.47,33.389
11.7,33.38
16.02,33.658
4.91,34.287
5.78,34.31
19.58,33.69
9.24,33.928
8.01,34.17
16.96,32.991
12.363,33.3508
17.43,35.22
8.48,34.413
5.02,34.39
8.76,33.942
9.53,34.484
6.2,34.33
11.901,33.3496
11.62,33.22
10.57,34.052
9.447,33.7016
14.91,33.42
7.79,34.025
12.56,33.43
7.97,34.214
5.1,34.44
3.51,34.548
9.28,33.66
9.66,34.303
18.23,32.89
7.1,34.26
9.88,33.633
7.99,34.019
9.34,34.067
8.27,34.064
10.96,33.876
8.26,34.216
13.31,33.4
21.16,33.75
8.28,34.528
6.35,34.327
7.76,34.064
21.19,34.021
15.81,33.361
9.552,33.9534
14.63,33.19
9.06,33.841
9.51,33.952
9.23,33.991
10.31,33.453
12.15,33.62
16.6,33.618
18.49,33.589
18.13,34.456
17.06,33.68
6.86,34.059
12.75,33.636
9.01,33.705
15.63,34.337
14.06,33.149
16.27,33.501
5.43,34.168
9.16,33.85
7.61,34.211
11.039,33.3215
16.69,33.151
8.04,34.3
24.07,34.594
9.029,33.9638
9.26,33.713
7.29,34.36
17.48,33.77
16.62,32.941
16.42,33.176
9.02,34.446
13.29,33.41
9.16,34.295
8.68,33.993
10.24,33.631
5.72,34.287
13.32,33.617
6.53,34.312
4.23,34.446
9.58,33.846
16.81,33.651
5.71,34.352
9.98,33.37
17.49,33.415
17.9,34.055
7.06,34.085
8.18,33.98
18.67,33.78
15.22,33.361
11.58,34.28
5.81,34.075
17.68,33.76
14.5,32.91
9.91,33.716
5.64,34.25
8.24,33.788
10.23,33.7
7.96,34.18
13.82,33.123
16.09,33.58
11.86,33.53
15.79,33.066
15.68,32.777
10.23,33.735
6.9,34.343
9.05,33.991
5.33,34.3
8.73,33.87
8.49,34.132
8.39,34.051
12.02,34.79
6.66,33.96
7.04,34.29
10.88,33.87
11.04,33.304
14.15,33.516
18.67,34.056
12.76,33.53
10.99,33.535
16.87,33.491
15.72,33.186
10.27,33.46
22.18,33.809
11.21,33.687
18.16,33.212
10.49,34.12
16.18,33.68
7.67,34.185
12.07,33.56
11.62,33.57
13.66,33.53
14.65,33.156
19.31,33.254
5.64,34.31
14.44,33.241
10.45,33.764
9.33,33.52
14.93,33.49
14.53,33.59
16.4,33.43
17.05,33.532
4.27,34.33
6.06,34.195
6.26,34.06
4.53,34.519
10.421,33.8273
10.24,33.574
6.72,33.992
12.14,33.33
6.98,34.012
8.59,33.77
7.5,33.31
5.96,34.219
14.45,33.414
7.54,34.364
11.22,33.373
7.58,34.188
18.9,33.64
5.25,34.36
16.26,33.229
7.79,34.175
10.6,33.494
11.87,33.139
8.92,34.02
10.49,33.601
17.63,33.05
19.86,33.872
6.8,34.214
7.46,34.028
15.68,33.881
9.12,34.197
10.73,33.683
6.77,34.07
9.17,33.538
14.54,35.14
13.29,33.34
6.35,34.5
7.01,34.274
18.99,34.34
7.72,34.024
8.18,34.04
9.94,33.196
16.3,33.95
6.92,34.261
10.12,33.73
11.12,32.955
9.09,34.088
5.84,34.227
13.27,33.02
12.62,32.94
8.56,34.112
13.1,33.48
11.88,33.39
14.65,33.518
13.0,33.42
4.62,34.401
5.63,34.242
18.89,33.4
6.9,34.014
16.76,33.224
6.56,34.177
7.19,34.11
6.26,34.282
13.68,33.4
12.8,33.66
19.65,33.885
11.03,33.64
8.25,34.066
8.84,34.153
6.26,34.34
9.85,34.13
14.78,33.604
1.61,34.664
7.49,34.111
14.19,33.421
6.77,34.258
7.23,34.235
14.08,33.238
8.41,34.107
9.325,33.8502
10.19,33.664
4.27,34.574
6.86,34.272
10.2,32.59
12.29,33.434
13.08,33.308
12.75,33.454
14.43,33.62
6.89,34.1
13.67,33.55
9.5,33.766
5.21,34.51
14.76,33.236
6.93,34.43
5.76,34.338
8.11,34.07
15.426,33.1718
9.84,34.129
11.36,33.54
7.55,34.298
14.61,33.231
11.8,33.19
7.42,34.065
5.74,34.132
12.36,34.62
12.29,33.381
13.48,33.283
20.2,33.61
5.3,34.172
4.58,34.43
19.394,33.4379
3.49,34.293
4.76,34.4
10.54,33.35
13.83,33.24
10.72,34.64
8.38,34.116
14.06,33.497
22.23,33.455
16.68,33.79
11.98,33.251
11.47,33.685
10.63,33.719
9.02,33.935
14.832,33.4578
16.33,33.3601
6.23,34.08
10.24,33.797
12.98,32.955
10.65,33.726
3.61,34.628
7.29,34.299
10.56,33.47
16.05,33.669
16.89,33.556
15.26,33.4
9.63,34.461
17.3,33.77
14.94,33.58
9.03,33.825
16.74,33.487
10.02,33.433
7.51,34.3
5.26,34.22
8.24,34.175
8.16,34.001
9.74,34.051
12.44,33.733
9.35,34.167
13.7,33.48
10.04,33.86
12.51,33.279
10.86,33.28
7.13,34.207
9.65,33.273
11.06,32.985
13.77,33.396
10.95,33.84
1.78,34.61
8.94,33.973
10.19,33.742
14.35,33.65
8.405,33.9443
17.03,33.672
8.55,34.31
7.22,34.36
5.42,34.13
5.42,34.38
6.13,34.539
8.6,33.999
9.68,34.51
5.83,34.27
8.98,33.86
9.684,33.505
19.4,33.26
6.97,34.42
20.98,33.891
14.04,32.971
7.28,34.28
7.23,34.23
7.86,34.037
14.01,33.407
13.68,33.12
7.94,34.227
7.08,34.343
10.2,33.58
5.56,34.3
10.78,33.261
4.46,34.525
12.846,33.2463
7.93,34.134
13.85,33.13
12.79,33.186
3.63,34.543
9.18,32.532
14.17,33.418
13.9,32.9
7.05,34.17
10.03,33.952
7.6,33.841
18.97,33.49
5.74,34.281
16.72,33.784
10.75,33.366
11.21,33.346
8.67,33.943
8.96,33.913
19.57,33.67
19.39,33.56
16.06,34.18
7.02,34.356
13.94,33.35
8.6,33.893
11.13,33.797
11.22,34.38
19.59,33.646
5.6,34.176
13.28,33.236
8.74,34.05
6.21,34.13
16.24,33.78
11.55,33.955
11.01,33.462
17.48,34.01
7.3,34.43
22.89,35.763
6.56,34.27
19.48,34.22
6.67,34.188
6.86,34.266
6.66,34.199
7.62,34.064
14.761,33.3579
12.91,33.247
13.34,33.37
9.88,33.76
9.72,33.93
11.96,33.44
16.128,33.1838
6.58,34.186
9.73,33.95
14.61,33.377
13.95,33.134
7.16,34.558
7.37,34.024
16.53,33.34
11.81,33.572
14.46,33.117
13.76,33.24
11.43,34.539
11.3,33.547
8.02,34.142
8.7,33.69
9.13,33.646
6.28,34.256
11.37,33.22
16.47,33.688
9.819,33.7722
10.65,33.51
18.56,33.814
7.31,34.308
10.78,33.633
14.04,33.03
18.4,34.286
12.08,33.671
13.12,33.054
13.91,33.26
8.28,33.931
13.03,33.461
13.2,32.562
15.51,33.251
8.35,33.68
12.49,33.142
7.38,34.115
16.22,33.53
12.2,32.916
14.3,33.408
15.73,33.47
8.73,34.218
18.8,34.178
11.58,32.81
14.62,33.359
14.68,32.853
10.06,34.62
7.97,34.037
11.12,33.717
20.55,33.66
14.91,33.23
13.55,33.428
14.86,33.432
16.5,33.738
8.46,34.12
6.88,34.224
13.7,33.19
16.24,33.094
7.07,34.131
9.165,34.0039
14.354,33.4372
10.6,34.22
5.85,34.398
5.95,34.251
15.13,33.46
7.35,34.052
12.32,33.51
18.41,33.278
18.47,34.14
12.26,33.48
6.47,34.056
11.33,33.402
18.53,34.52
11.52,33.371
15.26,33.172
12.95,33.122
14.872,33.3116
7.37,34.172
13.96,34.596
13.91,33.044
7.05,34.268
6.7,34.226
4.11,34.49
14.37,33.161
14.87,33.5
10.62,33.502
5.04,34.38
11.55,33.479
17.25,33.443
10.73,34.1
12.52,33.287
13.3,32.954
13.54,33.369
9.89,33.653
10.59,33.722
7.94,34.346
6.39,33.977
18.77,33.572
15.77,33.266
14.55,33.383
15.96,33.604
14.5,33.151
12.68,33.55
8.12,33.981
5.36,34.299
18.86,33.584
15.84,33.697
11.47,33.442
3.76,34.361
7.03,34.013
13.65,33.226
12.13,33.638
3.23,34.558
9.75,33.769
18.5,33.51
18.15,33.467
17.57,33.108
4.13,34.47
6.9,34.36
8.27,34.181
13.9,33.241
12.84,33.355
7.64,34.55
7.58,34.26
10.48,33.79
13.53,33.58
12.33,33.919
6.53,34.168
11.68,34.37
17.05,34.039
9.3,33.889
16.84,33.664
13.12,33.19
9.44,33.555
10.0,33.929
13.73,34.689
11.61,33.574
5.43,34.33
6.29,34.102
11.5,34.068
11.88,33.3
8.45,34.05
9.38,33.77
6.38,34.299
8.34,34.069
2.27,34.593
6.04,34.38
24.24,34.47
9.83,34.602
12.82,33.318
8.88,34.04
14.29,33.161
11.48,33.48
9.15,33.623
11.2,33.352
17.15,33.787
8.75,33.82
9.64,33.477
17.13,33.607
5.23,34.142
17.86,34.23
13.49,33.598
11.762,33.1392
8.86,34.003
11.79,33.358
11.91,34.42
7.02,34.48
8.63,34.168
8.02,34.08
7.68,34.34
13.77,33.288
13.33,33.65
8.04,34.088
10.29,33.72
12.04,32.851
9.37,34.194
17.43,33.68
3.11,34.47
10.04,34.622
9.65,33.809
10.57,33.554
7.51,34.127
5.46,34.303
4.08,34.589
13.94,33.367
11.73,33.674
18.24,33.39
11.7,32.751
8.82,34.623
5.36,34.133
10.38,34.45
10.23,33.79
5.52,34.194
7.88,34.213
7.88,34.22
12.68,33.118
9.78,33.803
6.99,34.091
11.14,33.625
19.62,33.007
7.82,34.03
4.11,34.47
8.51,34.105
7.67,34.012
13.79,33.36
6.57,34.252
9.86,34.18
15.01,33.307
14.34,33.569
16.005,33.1791
3.17,34.54
15.55,33.2
11.12,33.463
13.85,33.696
5.07,34.42
22.07,33.534
22.7,35.26
8.11,34.508
7.4,34.45
12.88,33.57
6.83,34.238
13.56,33.15
8.01,34.016
6.0,34.091
12.0,33.655
15.59,33.273
17.22,33.718
8.52,34.11
8.06,34.243
11.27,34.764
6.72,34.397
12.5,32.567
9.66,33.891
7.24,33.97
7.6,34.11
5.83,34.334
11.54,34.75
8.27,34.051
11.08,34.23
6.54,34.291
9.43,33.345
4.26,34.49
7.45,34.1
17.46,33.236
14.07,33.458
13.3,33.411
12.49,33.206
6.05,34.251
7.73,34.23
11.85,33.654
7.76,34.022
10.44,33.64
12.37,33.432
5.09,34.29
8.235,34.1663
15.75,33.441
8.04,34.03
9.28,33.784
16.27,33.11
11.0,33.661
13.48,33.85
13.54,33.0
12.39,33.204
17.78,33.583
12.49,33.465
8.97,33.995
18.65,33.421
24.72,33.93
8.77,34.31
9.65,34.54
6.33,34.55
7.98,34.11
18.1,34.11
16.17,33.441
1.63,34.653
16.6,35.29
5.52,34.18
8.56,34.218
9.54,33.67
6.72,34.35
12.2,33.35
13.66,33.509
12.66,33.23
5.91,34.24
22.96,34.25
6.47,34.027
9.77,33.876
7.88,34.152
16.77,33.423
10.23,33.827
8.1,34.23
6.96,34.305
6.13,34.22
15.37,33.259
5.06,34.25
15.49,33.3
16.62,33.96
9.29,33.64
10.16,33.907
13.49,33.468
5.79,34.23
12.36,33.4
15.5,33.3
10.22,33.543
11.98,32.83
16.51,33.428
7.08,34.111
12.81,33.176
4.14,34.477
14.57,33.375
6.78,34.52
12.47,33.491
13.68,33.165
6.11,34.224
12.92,33.18
