date,AAPL,AMZN,MSFT,GOOG,XOM,APC,CVX,C,GS,JPM,AET,JNJ,DGX,SPY,XLF,SSO,SDS,USO
2017-01-03,112.6208,753.67,60.1715,786.14,83.316,68.7428,109.136,58.0193,235.3232,82.7023,120.0301,109.9246,88.5165,216.8377,22.7081,76.4006,58.5837,11.44
2017-01-04,112.4948,757.18,59.9023,786.9,82.3993,69.2908,109.1083,58.8045,236.8428,82.8548,121.144,109.7443,89.1101,218.1277,22.8916,77.3004,57.9144,11.58
2017-01-05,113.0669,780.45,59.9023,794.02,81.171,70.0736,108.636,57.7799,235.0796,82.0922,121.6619,110.8926,88.7463,217.9544,22.6598,77.162,57.9538,11.7
2017-01-06,114.3274,795.99,60.4215,806.15,81.1252,70.2008,108.2007,57.981,238.5671,82.1017,121.4176,110.3612,88.5346,218.7342,22.7371,77.7257,57.5207,11.68
2017-01-09,115.3745,796.92,60.2292,806.65,79.7868,68.4786,107.2747,57.665,236.609,82.1589,120.3623,110.3422,88.9291,218.0122,22.5825,77.2114,57.875,11.31
2017-01-10,115.4909,795.9,60.21,804.79,78.7693,68.0872,106.4597,57.6746,236.2973,82.3972,120.1078,110.2283,89.4775,218.0122,22.6308,77.2016,57.9144,11.07
2017-01-11,116.1114,799.02,60.7581,807.91,79.576,70.0638,107.358,57.416,239.4048,83.0169,120.0686,108.8713,89.7373,218.6283,22.7757,77.6268,57.6388,11.37
2017-01-12,115.6266,813.64,60.2004,806.36,79.1452,69.9562,107.571,56.717,237.5345,82.2161,120.0784,108.7669,89.5929,218.0796,22.5825,77.2708,57.875,11.54
2017-01-13,115.423,817.14,60.2869,807.88,79.1543,69.7116,107.7747,57.1,237.9826,82.6546,119.7553,108.748,89.1888,218.5802,22.7081,77.5971,57.6388,11.41
2017-01-17,116.3538,809.72,60.1235,804.61,80.0802,69.2027,107.6821,55.903,229.6439,79.6516,118.5118,109.0042,88.7655,217.81,22.1672,77.0433,58.0719,11.43
2017-01-18,116.3442,807.48,60.0946,806.07,79.0902,68.3905,107.3673,54.9551,228.2314,80.0234,118.4433,108.8429,89.439,218.2914,22.3507,77.3697,57.7963,11.16
2017-01-19,116.1405,809.04,59.9023,802.175,77.6693,68.6743,107.0339,54.256,225.4259,79.4133,120.0001,108.3684,88.0632,217.4827,22.2541,76.8357,58.2294,11.17
2017-01-20,116.3538,808.33,60.3254,805.02,78.7327,68.5275,107.0524,53.7294,226.1955,79.766,119.9707,108.3209,87.5532,218.2818,22.3604,77.2906,57.875,11.39
2017-01-23,116.4314,817.88,60.5369,819.31,77.8893,68.3612,106.8579,53.3176,226.6533,79.8041,116.7102,108.0932,87.6206,217.7138,22.2155,76.9543,58.1112,11.32
2017-01-24,116.3248,822.44,61.0754,823.87,77.9993,69.6528,107.7655,54.3326,227.6372,80.767,115.1535,106.053,87.8804,219.1097,22.4956,77.8641,57.4026,11.37
2017-01-25,118.1767,836.52,61.2292,835.67,78.2285,69.1538,108.5712,55.2423,231.1149,82.0159,116.6515,107.0399,88.3999,221.0062,22.8723,79.1892,56.4183,11.31
2017-01-26,118.2349,839.15,61.7965,832.15,78.4668,69.6137,107.9322,54.9263,233.3846,82.7023,115.1828,106.1289,89.3716,220.7751,22.9302,79.1002,56.497,11.53
2017-01-27,118.2446,835.77,63.2484,823.31,78.3843,68.5079,105.3763,54.6869,230.8226,82.8739,114.9968,107.5903,89.2081,220.4286,22.8433,78.8925,56.6152,11.4
2017-01-30,117.9343,830.38,62.6234,802.32,77.7885,67.3533,103.5519,54.2081,227.8515,82.0159,114.2722,107.353,87.1107,219.0615,22.6598,77.9432,57.2845,11.28
2017-01-31,117.6628,823.48,62.1619,796.79,76.8993,68.0382,103.1167,53.4612,223.3899,80.6812,116.1326,107.4669,88.4384,219.0423,22.5149,77.9037,57.4026,11.32
2017-02-01,124.838,832.35,61.1331,795.695,76.0285,66.8933,102.7925,53.6719,224.705,80.9863,119.0699,107.4479,89.0445,219.1289,22.5439,77.9234,57.3632,11.48
2017-02-02,124.6247,839.95,60.7388,798.53,76.496,67.6175,103.9131,53.7584,224.4518,80.6431,117.9341,107.7706,88.9772,219.2733,22.457,77.963,57.2845,11.51
2017-02-03,125.158,810.2,61.2292,801.49,76.5785,68.8896,105.1725,55.4677,234.7192,83.1122,120.0001,107.837,89.7757,220.7848,22.7467,79.0606,56.4577,11.54
2017-02-06,126.3312,807.64,61.1908,801.34,76.3677,67.6175,104.6261,55.3525,233.7743,82.7214,118.267,107.6092,89.2658,220.3901,22.8047,78.7838,56.6939,11.38
2017-02-07,127.5335,812.5,60.9888,806.97,76.562,65.6995,103.1537,54.9203,233.4236,82.6737,118.1495,107.6852,89.1119,220.3997,22.7467,78.8134,56.6545,11.19
2017-02-08,128.028,819.71,60.9023,808.38,76.0579,65.7093,103.3297,54.0849,231.5825,81.9491,118.7958,107.6092,89.5256,220.6885,22.5922,79.0211,56.5364,11.23
2017-02-09,128.9532,821.36,61.5946,809.56,76.3939,66.9521,103.9594,54.9876,235.3037,83.1313,118.6783,108.2545,90.2183,221.9978,22.9013,79.8616,55.8671,11.35
2017-02-10,128.661,827.46,61.5369,813.67,77.0287,67.8523,104.691,55.3429,236.4434,82.9406,119.1482,109.3553,90.0163,222.8738,22.9689,80.4846,55.434,11.5
2017-02-13,129.8004,836.53,62.2292,819.24,77.4767,66.6781,105.4874,56.6105,239.9016,84.037,119.5007,109.9626,90.4011,224.0868,23.2297,81.3845,54.8041,11.32
2017-02-14,131.4851,836.39,62.4614,820.45,77.3087,66.864,105.1975,57.4556,243.0091,85.3812,123.1822,110.4181,91.0265,224.9821,23.5001,82.0767,54.371,11.38
2017-02-15,131.9623,842.7,62.4227,818.98,77.6261,66.0714,105.2443,58.099,244.0612,86.3631,125.7572,111.2152,91.777,226.1566,23.6836,82.8876,53.8592,11.36
2017-02-16,131.8016,844.14,62.413,824.16,76.8233,65.1711,103.4773,57.9837,242.9897,86.3059,126.7853,112.0503,91.6904,225.9641,23.6257,82.7887,53.9773,11.41
2017-02-17,132.1668,845.07,62.5097,828.07,76.3192,65.3375,103.1501,57.7821,243.9053,86.0199,122.6535,112.7904,92.0175,226.3203,23.6353,82.9568,53.7805,11.39
2017-02-21,133.1211,856.44,62.384,831.66,76.4406,65.768,104.4496,58.147,245.2497,86.7635,123.7011,113.5496,92.2388,227.6681,23.7512,83.9556,53.1505,11.54
2017-02-22,133.5204,855.61,62.2582,830.76,75.5445,64.4274,103.1968,58.2142,245.2204,86.8112,126.0999,113.4167,91.979,227.4659,23.7706,83.8468,53.1899,11.36
2017-02-23,132.9556,852.19,62.5097,831.33,76.3379,64.5644,103.7952,58.2142,244.6944,86.8779,127.0203,115.4854,91.9886,227.6199,23.7706,83.9951,53.1505,11.53
2017-02-24,133.0822,845.24,62.5097,828.64,75.6845,63.3804,102.9537,57.1963,240.9537,86.1152,126.2762,117.2335,93.6242,227.9087,23.587,84.1435,53.0324,11.46
2017-02-27,133.3451,848.64,62.1325,829.28,76.1139,63.5076,104.4776,57.638,242.8825,86.2106,126.7559,116.9183,93.7782,228.2649,23.7126,84.45,52.7962,11.47
2017-02-28,133.4035,845.04,61.8906,823.21,75.9085,63.2629,105.1788,57.4364,242.277,86.3917,126.0706,116.7368,93.7493,227.6488,23.703,84.005,53.1112,11.45
2017-03-01,136.1302,853.08,62.8193,835.24,77.4954,64.6035,106.469,59.0977,246.8186,89.2327,127.3238,118.3129,94.6729,230.8353,24.3791,86.23,51.6544,11.4
2017-03-02,135.3219,848.91,61.9196,830.63,77.7568,62.715,105.9829,58.2238,245.207,87.8408,126.8049,118.0932,94.5479,229.3817,24.0024,85.2708,52.245,11.17
2017-03-03,136.1205,849.88,62.1518,829.08,76.9727,61.8538,106.1605,58.5791,246.9944,88.47,127.9602,118.246,94.7884,229.5261,24.1183,85.3202,52.2056,11.29
2017-03-06,135.692,846.61,62.1712,827.78,77.318,61.942,105.8052,57.8877,246.1349,87.6311,128.5575,118.1696,94.6441,228.8425,23.9348,84.7961,52.56,11.28
2017-03-07,135.8673,846.02,62.2969,831.91,77.0287,61.8538,104.5337,58.099,245.0507,87.1449,127.8623,118.2842,94.4517,228.159,23.8672,84.3314,52.8356,11.27
2017-03-08,135.3609,850.5,62.8676,835.37,75.6378,60.1302,102.4769,58.6848,244.4061,86.9542,128.9589,118.5421,94.2111,227.7354,23.8768,83.9556,53.0718,10.67
2017-03-09,135.0493,853.0,62.6161,838.68,76.2352,60.6591,102.8789,59.1073,244.3475,87.2974,130.036,120.3093,94.4805,228.0243,23.9637,84.1731,52.9537,10.53
2017-03-10,135.4972,852.46,62.8096,843.25,76.1792,60.6101,103.4118,59.0497,242.5895,87.0209,130.0262,120.5576,95.0386,228.8233,23.9444,84.6972,52.56,10.29
2017-03-13,135.5557,854.59,62.5968,845.54,76.0019,61.5209,102.2338,59.0881,242.3746,87.0972,129.8499,121.0066,95.0482,228.9388,24.0024,84.8258,52.5206,10.28
2017-03-14,135.3512,852.53,62.3066,845.62,75.6005,60.5318,100.3733,59.0017,241.9449,87.2402,129.2037,121.36,94.9231,228.0628,23.9348,84.2127,52.8749,10.19
2017-03-15,136.7827,852.97,62.6355,847.2,76.5433,62.7548,101.7944,58.4255,241.0268,87.4499,131.3088,123.1845,95.9622,230.0363,23.8961,85.5971,52.0088,10.38
2017-03-16,137.0067,853.42,62.5291,848.78,76.6086,62.0889,100.8408,58.7232,242.4332,87.3641,130.2807,122.7069,94.9808,229.5838,23.9348,85.3103,52.1663,10.36
2017-03-17,136.325,852.31,62.7516,852.12,76.5433,61.942,100.6725,57.9741,238.253,86.4489,129.0471,122.3248,95.308,229.1807,23.7001,84.984,52.3631,10.33
2017-03-20,137.7565,856.97,62.8096,848.4,76.5433,61.5405,100.6538,57.2251,236.495,85.8292,127.6274,122.3343,95.4138,228.9293,23.5266,84.7637,52.5458,10.2755
2017-03-21,136.1789,843.2,62.1131,830.46,76.3846,60.5415,101.0091,55.7366,227.5681,83.3124,126.3937,121.5511,94.7018,225.99,22.8471,82.6008,53.8198,10.11
2017-03-22,137.7175,848.06,62.9063,829.59,76.3192,60.3555,101.3363,55.4773,225.683,83.4459,125.6495,120.6054,94.8365,226.5218,22.7986,82.9957,53.623,10.12
2017-03-23,137.2306,847.38,62.7516,817.58,76.4126,59.5328,100.8501,55.7462,226.4937,83.3124,125.16,120.2615,94.5479,226.2801,22.8471,82.7977,53.7411,10.01
2017-03-24,136.958,845.61,62.858,814.43,75.8245,59.0922,100.9623,55.7654,223.0851,83.2171,124.1221,119.8603,94.9616,226.1157,22.818,82.6987,53.8592,10.09
2017-03-27,137.1917,846.82,62.974,819.51,75.8432,58.7004,99.3636,56.0151,220.2234,83.1694,123.6228,120.166,94.9039,225.8836,22.7308,82.4809,53.9379,10.04
2017-03-28,140.0352,856.0,63.1578,820.92,76.3939,59.8756,100.1957,57.0618,223.9836,84.466,124.3571,120.0323,95.0963,227.5273,23.0409,83.6589,53.1505,10.15
2017-03-29,140.3469,874.32,63.332,831.41,76.5619,61.1585,101.0371,57.033,223.1241,84.1514,123.1038,119.3254,94.4998,227.7401,22.8955,83.8668,53.0324,10.37
2017-03-30,140.1618,876.34,63.5641,831.5,78.1301,60.8843,100.766,58.1086,225.8296,84.8759,124.2592,119.0771,94.6441,228.4652,23.196,84.3222,52.7174,10.57
2017-03-31,139.8989,886.54,63.7092,829.56,76.5526,60.7178,100.3827,57.446,224.3645,83.7414,124.8858,118.972,94.4709,227.9334,23.0022,83.9856,52.9537,10.64
2017-04-03,139.9378,891.51,63.4094,838.55,76.6086,60.5122,100.7847,57.3115,223.6222,83.4364,126.051,119.1057,94.7319,227.537,22.9537,83.6787,53.1112,10.55
2017-04-04,140.9798,906.83,63.5835,834.57,76.8886,61.4131,101.5887,57.3115,223.9152,83.7144,125.1796,119.0962,94.3549,227.682,22.9246,83.8173,53.0718,10.71
2017-04-05,140.2495,909.28,63.419,831.41,77.038,61.5502,101.57,57.2251,222.3525,82.6405,124.6215,119.2108,94.6159,227.0052,22.7501,83.2828,53.3867,10.68
2017-04-06,139.8989,898.28,63.5835,827.88,77.4861,61.5894,102.1777,57.5132,223.3097,82.9186,126.1489,119.4496,94.5869,227.6434,22.8955,83.6688,53.1112,10.86
2017-04-07,139.5873,894.88,63.5351,824.67,77.2527,61.1389,101.7757,57.0714,222.5674,82.631,125.6789,119.3254,94.5772,227.4113,22.7986,83.5203,53.2293,10.96
2017-04-10,139.4217,907.04,63.39,824.73,77.5981,61.5894,102.3086,56.9274,223.5539,82.3433,126.5993,118.7714,94.9252,227.5467,22.7405,83.6193,53.1899,11.14
2017-04-11,137.922,902.36,63.3416,823.35,77.3274,61.5992,101.8786,56.6873,222.4307,82.1995,127.307,118.6568,94.9445,227.276,22.6726,83.4313,53.2686,11.17
2017-04-12,138.0876,896.23,63.0998,824.32,77.4487,61.2467,101.8786,56.1879,220.4871,81.8831,126.8745,119.7839,94.8382,226.2801,22.4884,82.7383,53.7805,11.11
2017-04-13,137.3572,884.67,62.8289,823.56,76.2539,59.8266,99.1953,55.7366,218.1137,80.9243,126.4322,119.3923,93.9973,224.8104,22.1976,81.6791,54.4104,11.13
2017-04-17,138.1168,901.99,63.3416,837.17,76.1512,59.9442,99.2608,56.6489,220.9852,82.3241,127.1006,120.0896,94.4999,226.8022,22.5854,83.065,53.5049,11.06
2017-04-18,137.5033,903.78,63.2546,836.82,75.6565,59.1607,98.8027,56.1015,210.5639,81.653,126.3437,116.3643,93.862,226.1254,22.3721,82.5205,53.8592,11.04
2017-04-19,136.9969,899.2,62.916,838.21,75.1337,57.9072,97.447,55.4389,209.0989,80.9818,127.0514,115.9344,94.8285,225.7096,22.3043,82.2433,54.0561,10.62
2017-04-20,138.7108,902.06,63.361,841.65,75.6191,57.7799,98.0547,56.0919,212.9763,82.0269,129.6758,116.412,100.5505,227.5467,22.6823,83.5203,53.2686,10.54
2017-04-21,138.5453,898.53,64.2316,843.19,75.3204,58.0639,98.0641,55.4293,211.8043,81.0393,128.9386,116.3069,99.8449,226.8215,22.4497,83.0551,53.5049,10.32
2017-04-24,139.8794,907.41,65.3247,862.76,75.7125,58.1422,99.0364,57.081,218.0161,83.8966,130.3344,117.3863,100.6085,229.3161,22.9537,84.8172,52.3237,10.25
2017-04-25,140.7461,907.62,65.702,872.3,76.2912,58.8375,99.7843,57.8205,221.3466,84.6253,131.5433,117.9022,102.329,230.6504,23.1573,85.7873,51.6938,10.36
2017-04-26,139.9184,909.29,65.6149,871.73,75.9832,58.72,99.1766,57.7148,220.9266,84.7883,131.7006,117.9786,102.2227,230.5054,23.1379,85.7378,51.7725,10.26
2017-04-27,140.0255,918.38,66.0405,874.25,75.8525,55.9387,98.6063,57.1853,220.5457,84.0021,131.6908,118.1983,102.271,230.6987,23.0313,85.8467,51.6938,10.24
2017-04-28,139.8892,924.99,66.2243,905.96,76.2166,55.8408,99.7563,56.9253,218.5825,83.4172,132.7622,117.9404,101.981,230.196,22.8083,85.5398,51.93,10.24
2017-05-01,142.7424,948.23,67.1433,912.57,76.5993,55.498,99.027,57.2527,219.6081,83.4747,134.4429,117.8162,102.7156,230.7761,22.9537,85.8962,51.6544,10.15
2017-05-02,143.6481,946.94,67.0369,916.44,76.5899,55.1161,98.5035,57.4934,219.8718,82.9378,136.5365,118.1601,103.2279,230.8631,22.9246,85.9556,51.6938,9.92
2017-05-03,143.2099,941.03,66.8241,927.04,77.1967,50.8757,99.775,58.0037,221.034,83.4172,136.5759,117.8066,103.1699,230.5827,23.1088,85.7477,51.7725,9.93
2017-05-04,142.6938,937.53,66.5629,931.66,76.2072,50.8659,97.9893,57.9748,221.3075,83.5131,137.6964,118.3989,103.6338,230.8534,23.1476,85.916,51.6938,9.46
2017-05-05,145.0601,934.15,66.7467,927.13,76.5619,51.5024,98.9055,58.0037,221.581,83.4172,138.3648,117.9786,103.5082,231.7623,23.1088,86.6584,51.2607,9.66
2017-05-08,149.0041,949.04,66.6886,934.3,77.374,51.2282,99.7376,58.254,219.7839,83.5131,139.1413,117.7302,103.6048,231.7236,23.0894,86.599,51.2607,9.67
2017-05-09,149.9584,952.82,66.7854,932.17,76.8326,50.2685,98.2417,57.9941,218.5435,83.1775,139.9669,117.692,103.6918,231.5109,23.0022,86.4208,51.3395,9.57
2017-05-10,149.2476,948.95,67.0466,928.78,77.1813,51.003,99.5693,58.1289,219.6374,83.8295,140.596,117.3099,104.2428,231.9267,23.0797,86.6881,51.2214,9.86
2017-05-11,150.5384,947.62,66.2243,930.6,77.8409,50.4741,99.2982,58.4466,219.5202,83.5706,141.9229,117.6825,103.8175,231.4529,22.9343,86.3614,51.4182,9.94
2017-05-12,152.6407,961.35,66.1469,932.22,77.7843,50.5623,99.0644,58.8029,217.6254,83.3405,140.4584,118.1027,102.9089,231.0661,22.8374,86.1239,51.5757,9.95
2017-05-15,152.2496,957.97,66.1953,937.08,78.0199,50.8071,99.8965,59.1399,219.8718,83.7432,139.7802,121.3027,103.9915,232.3424,23.0119,86.9356,50.9851,10.17
2017-05-16,152.0247,966.07,67.5281,943.0,77.7843,50.6798,100.2705,60.1702,220.3406,84.0021,139.4361,122.0478,102.8316,232.1297,23.0797,86.8366,51.1032,10.11
2017-05-17,146.9204,944.76,65.6505,919.62,77.2567,50.67,98.8822,57.7534,208.7375,80.7996,136.684,120.997,101.6041,228.0108,22.3527,83.7876,52.9143,10.19
2017-05-18,149.1596,958.49,65.8742,930.24,77.0305,51.003,99.3261,57.8496,210.144,80.5024,137.834,121.2836,102.1163,228.9293,22.44,84.3816,52.56,10.26
2017-05-19,149.6681,959.84,65.8548,934.01,77.2001,52.1977,100.6011,58.8318,210.3686,81.2886,138.9447,121.3123,102.3483,230.4183,22.6338,85.5002,51.8119,10.48
2017-05-22,150.5775,970.67,66.5942,941.86,77.5393,52.2467,100.2233,58.7933,210.9839,81.2119,138.5908,121.5606,102.9862,231.5883,22.692,86.3416,51.3001,10.54
2017-05-23,150.3917,971.54,66.8179,948.82,77.8126,52.4622,100.3649,59.4191,214.5195,82.2282,139.4656,121.809,102.9476,232.1007,22.8665,86.7178,51.1032,10.64
2017-05-24,149.9419,980.35,66.9055,954.96,77.5393,52.2467,100.3177,59.9583,218.6118,82.1803,141.4806,121.7994,102.9766,232.6422,22.8568,87.1039,50.867,10.6
2017-05-25,150.4601,993.38,67.7324,969.54,77.0305,50.9932,99.2694,59.6502,217.2835,81.8351,142.7486,122.6264,104.5231,233.7541,22.8955,87.8859,50.4339,10.04
2017-05-26,150.2059,995.78,68.0632,971.47,76.8421,50.7679,98.9011,59.7658,218.3188,81.8447,143.0827,122.0399,104.3684,233.7057,22.8859,87.9255,50.3946,10.28
2017-05-30,150.2646,996.7,68.501,975.88,76.418,49.7201,98.2777,59.3517,214.0461,80.4448,143.0631,122.2225,104.2814,233.5027,22.7308,87.7572,50.4733,10.24
2017-05-31,149.3747,994.62,67.9465,964.86,75.8527,49.485,97.73,58.2926,207.0295,78.7669,142.3849,123.3187,105.132,233.4447,22.5369,87.7176,50.5127,9.96
2017-06-01,149.7854,995.95,68.1994,966.95,76.0411,50.053,98.4761,58.8125,210.7044,79.6394,145.1272,123.8283,106.0502,235.3011,22.818,89.0343,49.7253,9.91
2017-06-02,152.0051,1006.73,69.8144,975.6,74.9104,49.0247,97.3805,58.8414,209.0384,79.2367,145.2058,125.0783,106.2629,236.0843,22.7308,89.6183,49.4497,9.86
2017-06-05,150.5188,1011.34,70.3203,983.68,75.4946,48.6134,97.4561,58.9762,209.7048,79.3806,145.4712,125.3476,105.6829,235.9102,22.7695,89.549,49.4497,9.8
2017-06-06,151.0273,1003.0,70.5538,976.57,76.5217,49.0639,98.3816,58.7451,210.234,79.5436,145.4712,125.7995,105.4896,235.1561,22.6726,89.0244,49.7646,9.97
2017-06-07,151.9269,1010.07,70.4273,981.08,76.239,46.1945,98.0039,59.5828,211.4589,80.4544,147.0242,125.7226,105.2866,235.5912,22.8471,89.2718,49.6465,9.46
2017-06-08,151.5553,1010.27,69.9993,983.41,75.9658,45.6657,98.2211,60.8634,214.3793,81.4516,146.7588,125.5303,104.697,235.7072,23.1088,89.3807,49.6465,9.43
